longitude,latitude,observation_date,number_found,imap_id,county,uuid,cluster,precipitation,humidity,wind_speed,temperature,root_zone_soil_wetness,surface_soil_wetness,soil_moisture
-76.7025403,43.0067699,2020-02-22,1000.0,1042487,Cayuga,49143677-af94-4f7d-ac3f-cf82c5db5a35,1,0.04,86.62,3.84,-2.32,0.81,0.84,0.77
-75.3223004,43.1536708,2020-02-22,10000.0,1042482,Oneida,01efe2d4-9678-41bd-b3f1-0c898040c389,9,0.0,96.38,3.29,-5.1,0.91,0.88,0.91
-76.1201605,43.1440952,2020-02-22,1000.0,1042503,Onondaga,1c1a2649-50ba-4bd1-be49-010969ece32d,1,0.0,91.56,3.39,-4.06,0.91,0.9,0.87
-77.230724,42.9799553,2020-02-22,10000.0,1042490,Ontario,71d51bae-e50d-4f8b-8982-b64adaf02f6b,6,0.03,85.75,4.48,-2.24,0.84,0.85,0.8
-79.0858442,42.5757422,2020-02-23,100000.0,1042516,Erie,1d0a2844-51d2-4f90-a048-5f90b1ed0547,3,0.0,81.69,5.59,1.77,0.79,0.78,0.75
-79.3043373,42.4609684,2020-02-23,1000.0,1042510,Chautauqua,87a5cf1e-c97b-4a2b-9bc8-c13e04a70e60,8,0.0,81.69,5.59,1.77,0.79,0.78,0.75
-79.5856651,42.3381902,2020-02-23,300.0,1042509,Chautauqua,3d8e0a9a-4b54-4a97-b7d5-b88b28714866,8,0.0,81.69,5.59,1.77,0.79,0.78,0.75
-79.3190599,42.4608722,2020-02-23,100.0,1042513,Chautauqua,8a188940-289d-419b-883b-2e04812a60d5,8,0.0,81.69,5.59,1.77,0.79,0.78,0.75
-79.2985343,42.4636741,2020-02-23,500.0,1042512,Chautauqua,5d4e30d9-5d5f-4b8b-b2dc-51eef119dea0,8,0.0,81.69,5.59,1.77,0.79,0.78,0.75
-73.5181073,42.4040212,2020-03-07,100000.0,1043125,Columbia,d5668d4b-2a29-4bd8-9340-aa67d1c71dae,5,0.14,76.44,4.19,-1.83,0.87,0.84,0.84
-73.7905915,42.832251,2020-03-07,200.0,1043158,Saratoga,39d89baf-ffc8-4a9c-bbb7-2825143808f9,5,0.03,74.5,3.52,-1.88,0.77,0.78,0.8
-73.4747758,42.3906366,2020-03-07,1000.0,1043123,Columbia,9c7b03cc-0384-4740-8bf6-f648ce81f035,5,0.14,76.44,4.19,-1.83,0.87,0.84,0.84
-73.5019204,42.3960152,2020-03-07,10000.0,1043124,Columbia,c76d1de6-9ec2-40a4-bd8c-9b53276dc4d3,5,0.14,76.44,4.19,-1.83,0.87,0.84,0.84
-73.7670151,42.8210293,2020-03-07,1000.0,1043130,Saratoga,a25191e0-7d1d-4597-8a3e-d38c4e6ad5c4,5,0.03,74.5,3.52,-1.88,0.77,0.78,0.8
-73.4322391,42.3625631,2020-03-07,300.0,1043120,Columbia,0db949f7-a7a9-43b4-bddf-cd980cae3860,5,0.07,73.62,4.16,-1.94,0.68,0.72,0.71
-73.7594684,42.8197059,2020-03-07,200.0,1043133,Saratoga,3a8f8cde-90d2-408a-8bf9-2c48aceef108,5,0.03,74.5,3.52,-1.88,0.77,0.78,0.8
-73.4575636,42.3702835,2020-03-07,1000.0,1043121,Columbia,07a1fe1b-242c-4450-8260-090bacf48933,5,0.14,76.44,4.19,-1.83,0.87,0.84,0.84
-73.8102188,42.8323942,2020-03-07,200.0,1043135,Saratoga,fa29d380-dc22-4920-91e3-cb8ecd1fc9fa,5,0.03,74.5,3.52,-1.88,0.77,0.78,0.8
-75.9886116,44.3063834,2020-03-08,10000.0,1043178,Jefferson,2101b0e7-6b3b-4e89-be94-511fa4df8040,7,0.0,79.5,3.59,2.67,0.65,0.69,0.67
-75.9944035,44.30789,2020-03-08,1000.0,1043176,Jefferson,de742f22-9889-4f45-8d6a-5237997f9128,7,0.0,79.5,3.59,2.67,0.65,0.69,0.67
-76.9812858,42.9578337,2020-03-08,1000.0,1043191,Ontario,9eaaa361-1ade-4721-99a4-3778acc043e5,6,0.01,78.19,3.19,3.59,0.8,0.83,0.76
-79.0429885,43.2188287,2020-03-09,1000.0,1043242,Niagara,53ac8356-adc7-44b8-bdc4-74766c09ecb5,3,0.05,81.94,6.12,9.25,0.81,0.84,0.8
-79.0373798,43.2032538,2020-03-09,1000.0,1043243,Niagara,c0b5725f-1bca-4d24-89d6-a6b760f72b5b,3,0.05,81.94,6.12,9.25,0.81,0.84,0.8
-78.8172048,42.7952581,2020-03-09,200.0,1043209,Erie,6e1b1c56-63eb-44cd-8700-1bc5d3777a3c,3,0.05,81.94,6.12,9.25,0.81,0.84,0.8
-78.7284767,42.8415061,2020-03-09,1000000.0,1043216,Erie,52badf7e-2856-4e1f-9b12-cb831cc866cc,3,0.05,81.94,6.12,9.25,0.81,0.84,0.8
-78.9056535,43.0036836,2020-03-09,10000.0,1043223,Erie,f3719933-6571-4d95-9606-51307b6282c7,3,0.05,81.94,6.12,9.25,0.81,0.84,0.8
-78.9168258,42.987924,2020-03-09,1000.0,1043221,Erie,b96a2eaf-cf41-4639-9260-c91719264a00,3,0.05,81.94,6.12,9.25,0.81,0.84,0.8
-78.9358638,42.9884486,2020-03-09,1000.0,1043232,Erie,5a7f95b1-9b2a-4324-8233-f29bd26240b1,3,0.05,81.94,6.12,9.25,0.81,0.84,0.8
-78.9218023,43.0037406,2020-03-09,10000.0,1043234,Erie,4fc2e1b6-0312-4e0f-b170-cfaba65707ef,3,0.05,81.94,6.12,9.25,0.81,0.84,0.8
-78.8308506,42.8684469,2020-03-10,1000.0,1043305,Erie,af0d3c0c-9baf-4504-8c50-184acfe7775c,3,4.62,87.94,6.04,6.51,0.81,0.85,0.8
-78.8818818,42.725784,2020-03-10,10000.0,1043322,Erie,41e37874-18bc-4e9d-9e24-08c0240fe170,3,4.14,91.69,5.11,6.16,0.83,0.83,0.8
-78.8973978,42.7170869,2020-03-10,1000.0,1043323,Erie,53f05523-d0c7-4d41-9048-f82f4b34cf25,3,4.14,91.69,5.11,6.16,0.83,0.83,0.8
-78.891406,42.7201957,2020-03-10,100000.0,1043324,Erie,2ec413f1-b5e5-4f4f-bbe5-57e474e59da0,3,4.14,91.69,5.11,6.16,0.83,0.83,0.8
-78.8110485,42.785269,2020-03-10,10000.0,1043317,Erie,e0c1f8ab-d0bc-46c3-858e-fc83b2b7a103,3,4.62,87.94,6.04,6.51,0.81,0.85,0.8
-78.8452727,42.8691098,2020-03-10,200.0,1043301,Erie,cc3cc842-1fde-4bfa-a033-2388b3a4f700,3,4.62,87.94,6.04,6.51,0.81,0.85,0.8
-78.8179846,42.8705849,2020-03-10,1000.0,1043310,Erie,60d11b87-ab58-4a11-ad53-3762ec292432,3,4.62,87.94,6.04,6.51,0.81,0.85,0.8
-78.8524329,42.869227,2020-03-10,1000.0,1043314,Erie,66df1f41-69db-4836-bcdf-3c0d5b3f8dc4,3,4.62,87.94,6.04,6.51,0.81,0.85,0.8
-78.8330056,42.8687591,2020-03-10,10000.0,1043303,Erie,78b07f83-6b97-41d3-976a-2ab80521ff4c,3,4.62,87.94,6.04,6.51,0.81,0.85,0.8
-78.8251675,42.8684289,2020-03-10,400.0,1043308,Erie,4be1a6f2-eb21-4cd4-ade1-deba82123ed1,3,4.62,87.94,6.04,6.51,0.81,0.85,0.8
-78.7915249,42.8750464,2020-03-10,1000.0,1043313,Erie,b519ba38-a96b-482c-a3f1-fd287d80866a,3,4.62,87.94,6.04,6.51,0.81,0.85,0.8
-78.8179105,42.8711018,2020-03-10,1000.0,1043311,Erie,126940ce-c773-46a0-9798-9412e2e568fe,3,4.62,87.94,6.04,6.51,0.81,0.85,0.8
-78.7843816,42.8998494,2020-03-11,500.0,1043433,Erie,a2593048-90f1-427b-8414-bc1bf3f93c9d,3,0.62,81.19,2.39,0.58,0.81,0.84,0.8
-78.8005139,42.8955373,2020-03-11,200.0,1043434,Erie,bc1c3ace-4a3c-4289-bef1-d3b8c588a032,3,0.62,81.19,2.39,0.58,0.81,0.84,0.8
-78.7736179,42.8912752,2020-03-11,1000.0,1043436,Erie,85f50b3d-7306-478d-b874-9e623bb14157,3,0.62,81.19,2.39,0.58,0.81,0.84,0.8
-78.8401895,42.7965821,2020-03-12,1000.0,1043573,Erie,c0b0d3ed-0321-421a-a338-7e689d98175e,3,0.21,83.81,2.2,5.63,0.81,0.84,0.8
-78.8379836,42.7979054,2020-03-12,200.0,1043572,Erie,93a04370-c85e-4517-9116-d6fdeb2212a1,3,0.21,83.81,2.2,5.63,0.81,0.84,0.8
-78.8378743,42.7891781,2020-03-12,1000.0,1043575,Erie,695baf9b-596b-40b1-baa1-989fe07da818,3,0.21,83.81,2.2,5.63,0.81,0.84,0.8
-73.6095729,42.4683371,2020-03-29,10000.0,1044016,Columbia,28921f4e-6bb4-45d4-9cea-f58295efb1ac,5,7.89,95.69,3.04,5.4,0.87,0.85,0.84
-76.0912261,43.2858206,2020-03-31,100.0,1044080,Oswego,df2a1f0c-f371-4582-b75b-47ffc6e98dd8,1,0.9,84.19,2.26,5.71,0.72,0.77,0.71
-76.1218087,43.2644379,2020-03-31,1000.0,1044083,Oswego,d2e88eca-1cda-4894-b2d6-0efcd808a46a,1,0.9,84.19,2.26,5.71,0.72,0.77,0.71
-76.1195704,43.4934416,2020-03-31,1000.0,1044072,Oswego,d979801c-6f14-404b-8576-cb8c0db56a79,1,0.9,84.19,2.26,5.71,0.72,0.77,0.71
-75.7148586,43.2335555,2020-03-31,100.0,1044097,Oneida,ca72bfbd-dd03-429b-b01f-823e9852d30f,1,1.23,87.38,1.61,4.89,0.94,0.9,0.92
-76.1107777,43.2841502,2020-03-31,300.0,1044079,Oswego,4308d118-a6dc-4d3b-838a-af06fc38dab8,1,0.9,84.19,2.26,5.71,0.72,0.77,0.71
-76.0247318,43.2645589,2020-03-31,1000.0,1044089,Oswego,429cf3bf-c85f-4714-8e4a-43fd491ace86,1,0.9,84.19,2.26,5.71,0.72,0.77,0.71
-76.0433183,43.2747904,2020-03-31,200.0,1044088,Oswego,c961171e-c021-48fd-88fb-b62244b89337,1,0.9,84.19,2.26,5.71,0.72,0.77,0.71
-75.8531727,43.2296521,2020-03-31,1000.0,1044092,Oneida,1aac4275-aa0d-4a0a-bc07-880fe1ff17c3,1,1.23,87.38,1.61,4.89,0.94,0.9,0.92
-76.0197883,43.8520235,2020-03-31,10000.0,1044069,Jefferson,b881b96b-5076-414b-be54-f05ff70a8ae1,7,1.91,83.62,3.02,4.58,0.74,0.77,0.75
-76.2342736,43.0691562,2020-04-02,1000.0,1044143,Onondaga,c3c53927-0e40-4a8d-bb2d-13aecf339c1a,1,0.01,77.62,3.7,4.48,0.88,0.88,0.83
-76.4640821,43.3293468,2020-04-02,1000.0,1044137,Oswego,b418b5fc-fce7-4ee6-ac78-dec211411e04,1,0.02,77.75,4.13,4.66,0.7,0.75,0.7
-75.982892,43.2463979,2020-04-02,300.0,1044127,Oswego,7e23555a-6abc-4c15-ac65-1143c63ce73e,1,0.01,77.62,3.7,4.48,0.88,0.88,0.83
-76.2246925,43.0659121,2020-04-02,10000.0,1044146,Onondaga,ec69b0cd-baf5-4a8d-ad64-94de85430c97,1,0.01,77.62,3.7,4.48,0.88,0.88,0.83
-76.2074838,43.0617975,2020-04-02,10000.0,1044149,Onondaga,b04f6677-6043-47c9-afaa-ef039f58691e,1,0.01,77.62,3.7,4.48,0.88,0.88,0.83
-76.2331899,43.0686019,2020-04-02,500.0,1044144,Onondaga,06258891-ac9a-41cb-85fb-f12044f2c335,1,0.01,77.62,3.7,4.48,0.88,0.88,0.83
-76.463772,43.3291214,2020-04-02,10000.0,1044140,Oswego,22756e76-456f-4b9f-b249-1c7636804d82,1,0.02,77.75,4.13,4.66,0.7,0.75,0.7
-76.0190328,43.2475518,2020-04-02,50.0,1044132,Oswego,3a850800-48f4-4925-9394-50fe1eb9bf6b,1,0.01,77.62,3.7,4.48,0.88,0.88,0.83
-76.3366597,43.1378226,2020-04-03,2000.0,1044160,Onondaga,7bc4f496-7251-4d85-b847-b565e00180cd,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.0520181,43.076468,2020-04-03,10000.0,1044162,Onondaga,12e663a4-49c6-4c73-abc2-2ba272596840,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.2682888,43.1141688,2020-04-03,10000.0,1044159,Onondaga,0d08555a-41d9-4f9b-823f-00d26646c22c,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.272641,43.1147541,2020-04-03,1000.0,1044158,Onondaga,4b181911-eb3f-4e7c-9e7b-684ac622d8ed,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.0389907,43.0790749,2020-04-03,10000.0,1044166,Onondaga,615391b6-7190-47a2-8746-6392d49ff6f7,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.2407141,43.1200045,2020-04-03,10000.0,1044154,Onondaga,d7f2a7d7-cc53-4d5d-965b-48c0da70af56,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.0143386,43.0950367,2020-04-03,1000000.0,1044172,Onondaga,5f322508-ca07-4d2e-9dba-ba309b2c43a7,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.0287013,43.0846109,2020-04-03,1000.0,1044167,Onondaga,928b0423-1067-454a-b318-9aa3e6b64c61,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.3206326,43.1320678,2020-04-03,1000.0,1044186,Onondaga,4b640fde-8e73-492b-945f-3ab04d636732,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.0514116,43.0760446,2020-04-03,10000.0,1044163,Onondaga,04fde4fd-8209-4ca6-89e1-d12173fa3fa8,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-75.9850102,43.0943724,2020-04-03,10000.0,1044173,Onondaga,8efc38a3-3234-4e8d-a26e-1ddc26f03c3d,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.3254523,43.1320093,2020-04-03,1000.0,1044185,Onondaga,316f4e8d-b7e3-4d37-9e67-1be427e0c40e,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.0850668,43.0927786,2020-04-03,10000.0,1044174,Onondaga,2ab6a088-2d78-4a86-afc7-f0ed9d3bb317,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.3181442,43.1281339,2020-04-03,10000.0,1044187,Onondaga,ec296f07-ff14-430a-8dbb-f55673e99e25,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.0527454,43.0927748,2020-04-03,10000.0,1044169,Onondaga,6527485d-3591-48ea-8959-2a1d2cf527ba,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.0538351,43.0797442,2020-04-03,100000.0,1044164,Onondaga,e1df194c-e7b7-4017-8fa5-2b92b0b14685,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.0532724,43.0867852,2020-04-03,10000.0,1044168,Onondaga,f6de3e53-61c7-4820-b431-bf73d737f83c,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-76.2379643,43.0951609,2020-04-03,100000000.0,1044184,Onondaga,586fe09b-1c95-474c-a899-f729e42b93ad,1,2.7,93.12,3.05,4.19,0.88,0.88,0.83
-77.5495456,43.2057399,2020-04-04,10000.0,1044204,Monroe,6869f660-8116-45e5-93cb-4772078c7320,6,0.51,88.81,1.43,6.79,0.8,0.82,0.77
-77.6073032,43.1918944,2020-04-04,500.0,1044201,Monroe,9d9fd63e-9d8c-45f3-90c8-13c73327c458,6,0.51,88.81,1.43,6.79,0.8,0.82,0.77
-77.4055641,43.2203667,2020-04-04,1001.0,1044220,Monroe,03535b7b-40e1-407d-b6c7-78d6de2469ec,6,0.51,88.81,1.43,6.79,0.8,0.82,0.77
-77.5475005,43.2066562,2020-04-04,1000.0,1044203,Monroe,ab7582a6-05a6-4d19-bfab-e668c708c112,6,0.51,88.81,1.43,6.79,0.8,0.82,0.77
-77.3556886,43.2258186,2020-04-04,10000.0,1044221,Wayne,ab179b21-559c-40b7-a2b7-2fb79e406c5c,6,0.51,88.81,1.43,6.79,0.8,0.82,0.77
-77.5472635,43.2022808,2020-04-04,10000.0,1044202,Monroe,105c30bc-ed73-4b7c-ac35-e6efa8e38a11,6,0.51,88.81,1.43,6.79,0.8,0.82,0.77
-77.5440652,43.1887136,2020-04-04,1000.0,1044206,Monroe,ddbcc8c3-4f46-48d9-9b34-52a0d34d3bbf,6,0.51,88.81,1.43,6.79,0.8,0.82,0.77
-77.6723306,43.2298513,2020-04-04,1000.0,1044209,Monroe,8f65b4e0-6b35-4ba8-8859-db3d0d82e5b4,6,0.51,88.81,1.43,6.79,0.8,0.82,0.77
-77.2522242,43.2358381,2020-04-04,1000.0,1044217,Wayne,5cb7e538-a6b0-419d-b022-dd33ec15035d,6,0.51,88.81,1.43,6.79,0.8,0.82,0.77
-77.3977218,43.2206842,2020-04-04,1000.0,1044218,Monroe,94cd99fd-3781-44fa-b758-77fd8e172f88,6,0.51,88.81,1.43,6.79,0.8,0.82,0.77
-73.485462,44.6461572,2020-04-05,10000.0,1044237,Clinton,ae757026-d3ed-4449-8ddf-72bde6f42799,0,0.64,94.0,2.19,5.45,0.57,0.67,0.66
-73.4627724,44.7139076,2020-04-05,2000.0,1044239,Clinton,4e16dab7-5802-4cc6-8085-afa55f3d272e,0,0.64,94.0,2.19,5.45,0.57,0.67,0.66
-72.4651691,40.9045093,2020-04-06,200.0,1044306,Suffolk,2ad3092f-c95c-4798-85ea-76042238cd79,4,0.34,75.56,3.06,9.62,0.7,0.71,0.69
-72.7540367,40.7907318,2020-04-06,1000.0,1044309,Suffolk,780eb084-0f82-4bad-b447-588f6d8f4a3b,4,0.34,75.56,3.06,9.62,0.7,0.71,0.69
-72.7290276,40.8208314,2020-04-07,10000.0,1044351,Suffolk,ec3598ca-1529-4c39-b493-939c98d8ccde,4,0.04,74.38,4.41,9.21,0.7,0.7,0.68
-72.354447,40.8952709,2020-04-07,1000.0,1044337,Suffolk,0f2c34b1-7856-466b-8d46-858e624e41ae,4,0.04,74.38,4.41,9.21,0.7,0.7,0.68
-72.9951187,40.7495648,2020-04-07,10000.0,1044359,Suffolk,0dd305d7-a9c9-456d-9a9d-c11085e1bca9,4,1.58,78.69,4.29,9.06,0.83,0.88,0.81
-73.5791245,40.9011528,2020-04-08,1000.0,1044450,Nassau,e8d9bd6e-4967-415a-a3bc-2d95c4508114,2,4.04,85.62,2.23,11.07,0.71,0.74,0.7
-73.1601032,40.7330046,2020-04-08,1000000.0,1044421,Suffolk,181adf72-49f6-424b-83ad-e4430ee2d311,4,3.18,90.75,3.61,9.42,0.82,0.88,0.81
-73.8306489,42.2810683,2020-04-09,200.0,1044524,Greene,113188d6-9810-457c-bf8c-df2f7bf337c1,5,15.25,84.19,3.92,4.94,0.85,0.85,0.82
-73.7719055,42.4243384,2020-04-09,100000.0,1044533,Columbia,42698ada-a76d-466e-8bca-3fc38d515789,5,15.25,84.19,3.92,4.94,0.85,0.85,0.82
-73.7838236,42.3569661,2020-04-09,500.0,1044529,Columbia,4c7b707d-789c-4e78-97ba-311c98b22430,5,15.25,84.19,3.92,4.94,0.85,0.85,0.82
-73.7048812,42.6390328,2020-04-10,10000000.0,1044537,Rensselaer,01a03040-e8e0-47cc-977f-8b138e6f075c,5,0.76,79.75,4.65,2.22,0.86,0.84,0.83
-74.1846277,42.9308351,2020-04-10,200.0,1044540,Montgomery,6f38147d-4db1-418c-9deb-4de36d175882,5,1.05,82.5,5.01,1.66,0.83,0.81,0.88
-74.2588288,42.9363084,2020-04-10,1000.0,1044543,Montgomery,8131b099-fab0-4c46-8186-93fa66f69c4d,5,1.05,82.5,5.01,1.66,0.83,0.81,0.88
-74.1816723,42.9242506,2020-04-10,500.0,1044539,Montgomery,69c83a39-1320-49b6-b806-4f8541f38d9a,5,1.05,82.5,5.01,1.66,0.83,0.81,0.88
-74.2190343,42.9353982,2020-04-10,200.0,1044542,Montgomery,0e463281-439e-4eb1-b326-087935821399,5,1.05,82.5,5.01,1.66,0.83,0.81,0.88
-76.1857141,43.1712601,2020-04-11,10000.0,1044582,Onondaga,19bb2b84-8ae7-4ca7-bf79-74a117ef7d57,1,0.09,75.62,3.63,2.08,0.86,0.86,0.81
-76.0615396,43.1516585,2020-04-11,10000.0,1044576,Onondaga,c3aba7ca-7b4d-42a1-9462-8bc2ae78f2c4,1,0.09,75.62,3.63,2.08,0.86,0.86,0.81
-76.0994103,43.2244917,2020-04-11,1000.0,1044567,Onondaga,cf399ae6-52c5-4329-bd22-5b3d23ad07d5,1,0.09,75.62,3.63,2.08,0.86,0.86,0.81
-76.1071089,43.2198953,2020-04-11,500.0,1044565,Onondaga,c4d53a69-660f-458a-a9ad-cb367ccce9de,1,0.09,75.62,3.63,2.08,0.86,0.86,0.81
-76.1190746,43.2307139,2020-04-11,200.0,1044561,Onondaga,e792e178-28d1-40ae-aef2-d88063f2e59b,1,0.09,75.62,3.63,2.08,0.86,0.86,0.81
-76.0572521,43.1563482,2020-04-11,10000.0,1044577,Onondaga,753fbf70-ee46-4b54-970a-918c2a2af8f4,1,0.09,75.62,3.63,2.08,0.86,0.86,0.81
-76.0786718,43.1984796,2020-04-11,1000.0,1044570,Onondaga,d6d8dd0f-ff39-408f-9b1a-250164bdb792,1,0.09,75.62,3.63,2.08,0.86,0.86,0.81
-76.1571877,43.1595526,2020-04-11,1000000.0,1044584,Onondaga,09fecf40-9670-465e-ac6f-de80fc5cf988,1,0.09,75.62,3.63,2.08,0.86,0.86,0.81
-76.1844075,43.1853908,2020-04-11,10000000.0,1044586,Onondaga,ed16319c-d7a0-4beb-bc68-bf489e7cfb02,1,0.09,75.62,3.63,2.08,0.86,0.86,0.81
-76.054726,43.1653709,2020-04-11,10000.0,1044578,Onondaga,5468ba6a-22bf-47e8-a3af-0a63d7425d08,1,0.09,75.62,3.63,2.08,0.86,0.86,0.81
-76.1149935,43.2306387,2020-04-11,200.0,1044562,Onondaga,8864a5b5-ecd0-4892-84ba-e2c09841156b,1,0.09,75.62,3.63,2.08,0.86,0.86,0.81
-76.0890934,43.1529196,2020-04-11,200.0,1044573,Onondaga,658eb9ef-2235-4057-84ee-b9a29fcb8f46,1,0.09,75.62,3.63,2.08,0.86,0.86,0.81
-76.1848275,43.1703685,2020-04-11,200.0,1044583,Onondaga,c336d722-6f96-4187-ad59-97f1bb6858cd,1,0.09,75.62,3.63,2.08,0.86,0.86,0.81
-76.1418724,43.0926999,2020-04-12,1000.0,1044599,Onondaga,da6414f9-6c53-4369-8f71-d3db67e87a57,1,0.1,78.94,3.3,8.13,0.85,0.85,0.8
-76.1100713,43.0926313,2020-04-12,100000.0,1044602,Onondaga,0d8c1ebe-a433-48f7-982f-6faaa106b399,1,0.1,78.94,3.3,8.13,0.85,0.85,0.8
-75.9318468,43.0651505,2020-04-12,10000.0,1044606,Onondaga,10c05a88-67e1-48e1-84db-2ef82a31a774,1,0.04,81.44,3.02,6.8,0.91,0.88,0.91
-76.1561118,43.0918574,2020-04-12,1000000.0,1044597,Onondaga,16ae9133-628e-4d70-9fed-d7ce10b511da,1,0.1,78.94,3.3,8.13,0.85,0.85,0.8
-76.1216919,43.0933947,2020-04-12,1000.0,1044601,Onondaga,64a07dfd-7ef0-455c-8b9a-3ebb9161bd7e,1,0.1,78.94,3.3,8.13,0.85,0.85,0.8
-75.9759782,43.0770364,2020-04-12,100000.0,1044604,Onondaga,8218c233-1baa-45e1-a285-82411f568600,1,0.1,78.94,3.3,8.13,0.85,0.85,0.8
-76.0193858,43.074134,2020-04-12,100000.0,1044603,Onondaga,ac4d8f3f-2566-4e19-9d96-9a2f927c5e14,1,0.1,78.94,3.3,8.13,0.85,0.85,0.8
-76.1386082,43.0924515,2020-04-12,10000.0,1044600,Onondaga,de1c4350-c225-4705-881d-4bfe678ee68c,1,0.1,78.94,3.3,8.13,0.85,0.85,0.8
-75.9351386,43.0792157,2020-04-12,1000.0,1044605,Onondaga,14ff5299-fb72-420f-a18d-0ea736c77989,1,0.04,81.44,3.02,6.8,0.91,0.88,0.91
-76.1515877,43.0922116,2020-04-12,1000.0,1044598,Onondaga,bd926fb7-58cf-4473-acf9-cfe89cff4e32,1,0.1,78.94,3.3,8.13,0.85,0.85,0.8
-76.2783874,43.4740441,2020-04-12,500.0,1044625,Oswego,7010b2c1-6ac3-43f0-904b-07de1817c76b,1,0.01,78.06,4.08,7.55,0.69,0.73,0.69
-76.153223,43.1045177,2020-04-12,10000000.0,1044607,Onondaga,c7b91e7c-5cd9-4da7-a9b9-94e69d1494b0,1,0.1,78.94,3.3,8.13,0.85,0.85,0.8
-76.6659776,43.0268971,2020-04-13,10000.0,1044641,Cayuga,41c750b5-24f3-455f-b3c7-d446b5831395,1,7.51,80.44,6.05,11.94,0.74,0.77,0.7
-78.71459,43.1325052,2020-04-13,1000.0,1044650,Niagara,b0e6e65d-dd85-4b10-a917-b178e6a2d230,3,11.61,83.31,7.18,10.16,0.77,0.83,0.75
-78.7117495,43.1458729,2020-04-13,1000.0,1044648,Niagara,282eae07-daff-4e7f-9d93-3501dbbdc2fe,3,11.61,83.31,7.18,10.16,0.77,0.83,0.75
-78.1492531,43.2435679,2020-04-14,10000.0,1044700,Orleans,b74498f9-0252-4f17-8ab7-36c115167f56,6,0.31,63.19,3.52,2.74,0.77,0.8,0.75
-73.9694736,42.0904033,2020-04-15,1000.0,1044741,Ulster,69245b35-8ea0-49fd-93d0-ac09e56433dc,2,0.3,66.94,2.27,3.87,0.79,0.79,0.78
-73.9753049,42.0735038,2020-04-15,2000.0,1044740,Ulster,a14fe775-7cc3-42ec-aa30-903b7b675491,2,0.3,66.94,2.27,3.87,0.79,0.79,0.78
-73.3333446,40.9171843,2020-04-15,200.0,1044715,Suffolk,a362f8a7-a72f-4bc0-8137-5c1b7dd705ca,4,1.95,68.25,4.46,6.8,0.65,0.68,0.66
-73.7866061,42.515065,2020-04-16,300.0,1044750,Albany,9927dbb7-4300-4a67-96cb-0462d8172dad,5,0.64,73.0,2.79,0.15,0.86,0.84,0.83
-76.149965,43.1572551,2020-04-16,1000.0,1044776,Onondaga,217a86bb-3d6e-4ad5-8b6d-b7cfa64c6dae,1,0.85,74.81,3.12,-0.47,0.84,0.85,0.8
-76.1848925,43.2131206,2020-04-16,10000.0,1044780,Onondaga,7e259045-a5ad-47d2-a837-280283fa1450,1,0.85,74.81,3.12,-0.47,0.84,0.85,0.8
-76.0900831,43.1279621,2020-04-16,1000.0,1044773,Onondaga,795385ad-e542-4e25-ad1a-21a336ce78e0,1,0.85,74.81,3.12,-0.47,0.84,0.85,0.8
-76.137853,43.1231508,2020-04-16,10000.0,1044772,Onondaga,aaac8476-8001-4c7b-881f-4906592d0a23,1,0.85,74.81,3.12,-0.47,0.84,0.85,0.8
-76.1965168,43.2092835,2020-04-16,10000.0,1044778,Onondaga,0087373e-fea2-46c2-94df-aaee8bee190b,1,0.85,74.81,3.12,-0.47,0.84,0.85,0.8
-73.3763087,45.0049471,2020-04-18,1000.0,1044857,Clinton,8204a698-24fa-4062-b3a2-06a179ed2640,0,0.02,64.06,1.83,3.76,0.79,0.79,0.81
-79.7086337,42.1446111,2020-04-23,1000.0,1045167,Chautauqua,09f04dad-c10c-417b-9fbc-ba1e96f29ac9,8,2.01,85.88,2.1,5.7,0.77,0.77,0.74
-78.9409255,43.0961681,2020-04-25,10000.0,1045270,Niagara,5eb9c7ef-597a-41af-b160-1fc30fd22130,3,0.69,69.0,2.81,7.4,0.73,0.77,0.72
-74.6006448,42.7837341,2020-05-05,300.0,1046024,Schoharie,1a9e605e-9ed3-401a-80d0-4e50ba5523df,9,0.0,70.56,2.23,4.66,0.8,0.79,0.86
